Freq.	V(n003)
2.04173794466953e+000	(-2.49136094781387e-006dB,-4.33959082289586e-002°)
2.08929613085404e+000	(-2.60877514551102e-006dB,-4.44067284591995e-002°)
2.13796208950223e+000	(-2.73172289572586e-006dB,-4.54410936940059e-002°)
2.18776162394955e+000	(-2.86046500017827e-006dB,-4.64995523653243e-002°)
2.23872113856834e+000	(-2.99527453072173e-006dB,-4.75826656796033e-002°)
2.29086765276777e+000	(-3.13643743012240e-006dB,-4.86910079153415e-002°)
2.34422881531992e+000	(-3.28425312826758e-006dB,-4.98251667275656e-002°)
2.39883291901949e+000	(-3.43903516512487e-006dB,-5.09857434593998e-002°)
2.45470891568503e+000	(-3.60111184938177e-006dB,-5.21733534608925e-002°)
2.51188643150958e+000	(-3.77082696626635e-006dB,-5.33886264152679e-002°)
2.57039578276886e+000	(-3.94854050947655e-006dB,-5.46322066727765e-002°)
2.63026799189538e+000	(-4.13462941986016e-006dB,-5.59047535923216e-002°)
2.69153480392691e+000	(-4.32948842631412e-006dB,-5.72069418910415e-002°)
2.75422870333816e+000	(-4.53353085100416e-006dB,-5.85394620020339e-002°)
2.81838293126445e+000	(-4.74718949076695e-006dB,-5.99030204404122e-002°)
2.88403150312660e+000	(-4.97091754672930e-006dB,-6.12983401778867e-002°)
2.95120922666638e+000	(-5.20518956357131e-006dB,-6.27261610260693e-002°)
3.01995172040201e+000	(-5.45050247583069e-006dB,-6.41872400287065e-002°)
3.09029543251359e+000	(-5.70737661467057e-006dB,-6.56823518630457e-002°)
3.16227766016837e+000	(-5.97635685351133e-006dB,-6.72122892505505e-002°)
3.23593656929628e+000	(-6.25801372184070e-006dB,-6.87778633771801e-002°)
3.31131121482591e+000	(-6.55294465113793e-006dB,-7.03799043234570e-002°)
3.38844156139202e+000	(-6.86177524008571e-006dB,-7.20192615045506e-002°)
3.46736850452531e+000	(-7.18516054099866e-006dB,-7.36968041206093e-002°)
3.54813389233575e+000	(-7.52378650536739e-006dB,-7.54134216175803e-002°)
3.63078054770101e+000	(-7.87837139661711e-006dB,-7.71700241587611e-002°)
3.71535229097172e+000	(-8.24966733883819e-006dB,-7.89675431073318e-002°)
3.80189396320560e+000	(-8.63846189444854e-006dB,-8.08069315201258e-002°)
3.89045144994280e+000	(-9.04557974311258e-006dB,-8.26891646528974e-002°)
3.98107170553496e+000	(-9.47188443202281e-006dB,-8.46152404773568e-002°)
4.07380277804112e+000	(-9.91828020815190e-006dB,-8.65861802102448e-002°)
4.16869383470335e+000	(-1.03857139363328e-005dB,-8.86030288547281e-002°)
4.26579518801592e+000	(-1.08751770877376e-005dB,-9.06668557544009e-002°)
4.36515832240165e+000	(-1.13877078932608e-005dB,-9.27787551601878e-002°)
4.46683592150962e+000	(-1.19243934824398e-005dB,-9.49398468104470e-002°)
4.57088189614874e+000	(-1.24863722306764e-005dB,-9.71512765245812e-002°)
4.67735141287197e+000	(-1.30748361604631e-005dB,-9.94142168104708e-002°)
4.78630092322637e+000	(-1.36910334728004e-005dB,-1.01729867486051e-001°)
4.89778819368445e+000	(-1.43362712030163e-005dB,-1.04099456315361e-001°)
5.01187233627271e+000	(-1.50119179710975e-005dB,-1.06524239659403e-001°)
5.12861383991364e+000	(-1.57194069075330e-005dB,-1.09005503142159e-001°)
5.24807460249771e+000	(-1.64602386804212e-005dB,-1.11544562332104e-001°)
5.37031796370252e+000	(-1.72359846739828e-005dB,-1.14142763439602e-001°)
5.49540873857623e+000	(-1.80482903425906e-005dB,-1.16801484030522e-001°)
5.62341325190348e+000	(-1.88988786737785e-005dB,-1.19522133756480e-001°)
5.75439937337156e+000	(-1.97895538643759e-005dB,-1.22306155102077e-001°)
5.88843655355588e+000	(-2.07222051335895e-005dB,-1.25155024149530e-001°)
6.02559586074356e+000	(-2.16988107492129e-005dB,-1.28070251361110e-001°)
6.16595001861481e+000	(-2.27214421830708e-005dB,-1.31053382379790e-001°)
6.30957344480192e+000	(-2.37922685625263e-005dB,-1.34105998848529e-001°)
6.45654229034654e+000	(-2.49135612222949e-005dB,-1.37229719248628e-001°)
6.60693448007594e+000	(-2.60876985436463e-005dB,-1.40426199757606e-001°)
6.76082975391980e+000	(-2.73171710019213e-005dB,-1.43697135127035e-001°)
6.91830970918935e+000	(-2.86045864233285e-005dB,-1.47044259580811e-001°)
7.07945784384136e+000	(-2.99526755648162e-005dB,-1.50469347734334e-001°)
7.24435960074988e+000	(-3.13642978540476e-005dB,-1.53974215535077e-001°)
7.41310241300916e+000	(-3.28424474813849e-005dB,-1.57560721225042e-001°)
7.58577575029182e+000	(-3.43902597445590e-005dB,-1.61230766325622e-001°)
7.76247116628690e+000	(-3.60110177135300e-005dB,-1.64986296645376e-001°)
7.94328234724279e+000	(-3.77081591682912e-005dB,-1.68829303311252e-001°)
8.12830516164097e+000	(-3.94852839021935e-005dB,-1.72761823823809e-001°)
8.31763771102669e+000	(-4.13461613560813e-005dB,-1.76785943136993e-001°)
8.51138038202374e+000	(-4.32947386227792e-005dB,-1.80903794763027e-001°)
8.70963589956078e+000	(-4.53351488055422e-005dB,-1.85117561903016e-001°)
8.91250938133743e+000	(-4.74717197892982e-005dB,-1.89429478603847e-001°)
9.12010839355907e+000	(-4.97089834121520e-005dB,-1.93841830942000e-001°)
9.33254300796988e+000	(-5.20516850988756e-005dB,-1.98356958234902e-001°)
9.54992586021433e+000	(-5.45047938937078e-005dB,-2.02977254280451e-001°)
9.77237220955808e+000	(-5.70735130303727e-005dB,-2.07705168625365e-001°)
9.99999999999997e+000	(-5.97632909525340e-005dB,-2.12543207863037e-001°)
1.02329299228075e+001	(-6.25798328637691e-005dB,-2.17493936961560e-001°)
1.04712854805090e+001	(-6.55291128379330e-005dB,-2.22559980622638e-001°)
1.07151930523760e+001	(-6.86173864812431e-005dB,-2.27744024672092e-001°)
1.09647819614318e+001	(-7.18512042155283e-005dB,-2.33048817482686e-001°)
1.12201845430196e+001	(-7.52374251431190e-005dB,-2.38477171430038e-001°)
1.14815362149688e+001	(-7.87832316341849e-005dB,-2.44031964382365e-001°)
1.17489755493953e+001	(-8.24961444986353e-005dB,-2.49716141224854e-001°)
1.20226443461741e+001	(-8.63840390097220e-005dB,-2.55532715419459e-001°)
1.23026877081238e+001	(-9.04551615459926e-005dB,-2.61484770600941e-001°)
1.25892541179416e+001	(-9.47181471042728e-005dB,-2.67575462209992e-001°)
1.28824955169313e+001	(-9.91820376277670e-005dB,-2.73808019164295e-001°)
1.31825673855640e+001	(-1.03856301135803e-004dB,-2.80185745568408e-001°)
1.34896288259165e+001	(-1.08750851851010e-004dB,-2.86712022463348e-001°)
1.38038426460288e+001	(-1.13876071203411e-004dB,-2.93390309616812e-001°)
1.41253754462275e+001	(-1.19242829840693e-004dB,-3.00224147354969e-001°)
1.44543977074592e+001	(-1.24862510684225e-004dB,-3.07217158436762e-001°)
1.47910838816820e+001	(-1.30747033085827e-004dB,-3.14373049971733e-001°)
1.51356124843620e+001	(-1.36908878072802e-004dB,-3.21695615382344e-001°)
1.54881661891248e+001	(-1.43361114842323e-004dB,-3.29188736411834e-001°)
1.58489319246111e+001	(-1.50117428457971e-004dB,-3.36856385178662e-001°)
1.62181009735892e+001	(-1.57192148873848e-004dB,-3.44702626278593e-001°)
1.65958690743755e+001	(-1.64600281323941e-004dB,-3.52731618935542e-001°)
1.69824365246174e+001	(-1.72357538143334e-004dB,-3.60947619202283e-001°)
1.73780082874937e+001	(-1.80480372076325e-004dB,-3.69354982212165e-001°)
1.77827941003892e+001	(-1.88986011167954e-004dB,-3.77958164483023e-001°)
1.81970085860998e+001	(-1.97892495285329e-004dB,-3.86761726274460e-001°)
1.86208713666286e+001	(-2.07218714388420e-004dB,-3.95770333999740e-001°)
1.90546071796324e+001	(-2.16984448551405e-004dB,-4.04988762693526e-001°)
1.94984459975804e+001	(-2.27210409942978e-004dB,-4.14421898536757e-001°)
1.99526231496887e+001	(-2.37918286688601e-004dB,-4.24074741439961e-001°)
2.04173794466952e+001	(-2.49130788898378e-004dB,-4.33952407686330e-001°)
2.08929613085403e+001	(-2.60871696784495e-004dB,-4.44060132635948e-001°)
2.13796208950222e+001	(-2.73165911096024e-004dB,-4.54403273492524e-001°)
2.18776162394954e+001	(-2.86039505904996e-004dB,-4.64987312134101e-001°)
2.23872113856833e+001	(-2.99519783869344e-004dB,-4.75817858009149e-001°)
2.29086765276776e+001	(-3.13635334126258e-004dB,-4.86900651099566e-001°)
2.34422881531991e+001	(-3.28416092893364e-004dB,-4.98241564952077e-001°)
2.39883291901948e+001	(-3.43893406924570e-004dB,-5.09846609779599e-001°)
2.45470891568502e+001	(-3.60100099953006e-004dB,-5.21721935634146e-001°)
2.51188643150957e+001	(-3.77070542283401e-004dB,-5.33873835652892e-001°)
2.57039578276885e+001	(-3.94840723610424e-004dB,-5.46308749379045e-001°)
2.63026799189537e+001	(-4.13448329339225e-004dB,-5.59033266159209e-001°)
2.69153480392690e+001	(-4.32932820415323e-004dB,-5.72054128618975e-001°)
2.75422870333815e+001	(-4.53335517002842e-004dB,-5.85378236218467e-001°)
2.81838293126444e+001	(-4.74699686012559e-004dB,-5.99012648889665e-001°)
2.88403150312659e+001	(-4.97070632806304e-004dB,-6.12964590757311e-001°)
2.95120922666637e+001	(-5.20495797208520e-004dB,-6.27241453945277e-001°)
3.01995172040200e+001	(-5.45024854036882e-004dB,-6.41850802470301e-001°)
3.09029543251358e+001	(-5.70709818333055e-004dB,-6.56800376225021e-001°)
3.16227766016837e+001	(-5.97605155605912e-004dB,-6.72098095052292e-001°)
3.23593656929627e+001	(-6.25767897182637e-004dB,-6.87752062912826e-001°)
3.31131121482590e+001	(-6.55257761083379e-004dB,-7.03770572148171e-001°)
3.38844156139201e+001	(-6.86137278487097e-004dB,-7.20162107841176e-001°)
3.46736850452530e+001	(-7.18471926228586e-004dB,-7.36935352276049e-001°)
3.54813389233574e+001	(-7.52330265453359e-004dB,-7.54099189500197e-001°)
3.63078054770100e+001	(-7.87784086874475e-004dB,-7.71662709990072e-001°)
3.71535229097171e+001	(-8.24908562767924e-004dB,-7.89635215423285e-001°)
3.80189396320559e+001	(-8.63782406220354e-004dB,-8.08026223559278e-001°)
3.89045144994279e+001	(-9.04488037787300e-004dB,-8.26845473230918e-001°)
3.98107170553495e+001	(-9.47111759993125e-004dB,-8.46102929449377e-001°)
4.07380277804111e+001	(-9.91743940080983e-004dB,-8.65808788624750e-001°)
4.16869383470333e+001	(-1.03847920132486e-003dB,-8.85973483904846e-001°)
4.26579518801591e+001	(-1.08741662332594e-003dB,-9.06607690634698e-001°)
4.36515832240164e+001	(-1.13865995173033e-003dB,-9.27722331939313e-001°)
4.46683592150961e+001	(-1.19231781779666e-003dB,-9.49328584432273e-001°)
4.57088189614873e+001	(-1.24850396831295e-003dB,-9.71437884052803e-001°)
4.67735141287196e+001	(-1.30733750625632e-003dB,-9.94061932033997e-001°)
4.78630092322636e+001	(-1.36894314278905e-003dB,-1.01721270100489e+000°)
4.89778819368444e+001	(-1.43345146111474e-003dB,-1.04090244122915e+000°)
5.01187233627270e+001	(-1.50099919265784e-003dB,-1.06514368698316e+000°)
5.12861383991362e+001	(-1.57172950627524e-003dB,-1.08994926307632e+000°)
5.24807460249770e+001	(-1.64579231099054e-003dB,-1.11533229151642e+000°)
5.37031796370250e+001	(-1.72334457297228e-003dB,-1.14130619832301e+000°)
5.49540873857622e+001	(-1.80455064737438e-003dB,-1.16788472049169e+000°)
5.62341325190346e+001	(-1.88958262571529e-003dB,-1.19508191311218e+000°)
5.75439937337154e+001	(-1.97862069959573e-003dB,-1.22291215664334e+000°)
5.88843655355586e+001	(-2.07185354143345e-003dB,-1.25139016434801e+000°)
6.02559586074355e+001	(-2.16947870306001e-003dB,-1.28053098989075e+000°)
6.16595001861479e+001	(-2.27170303299694e-003dB,-1.31035003510156e+000°)
6.30957344480190e+001	(-2.37874311328367e-003dB,-1.34086305790868e+000°)
6.45654229034652e+001	(-2.49082571675692e-003dB,-1.37208618044350e+000°)
6.60693448007593e+001	(-2.60818828573868e-003dB,-1.40403589732073e+000°)
6.76082975391978e+001	(-2.73107943316943e-003dB,-1.43672908409703e+000°)
6.91830970918933e+001	(-2.85975946713427e-003dB,-1.47018300591104e+000°)
7.07945784384134e+001	(-2.99450093996884e-003dB,-1.50441532630811e+000°)
7.24435960074986e+001	(-3.13558922304298e-003dB,-1.53944411625275e+000°)
7.41310241300914e+001	(-3.28332310836796e-003dB,-1.57528786333198e+000°)
7.58577575029180e+001	(-3.43801543837678e-003dB,-1.61196548115255e+000°)
7.76247116628688e+001	(-3.59999376508992e-003dB,-1.64949631893527e+000°)
7.94328234724277e+001	(-3.76960104003818e-003dB,-1.68790017130928e+000°)
8.12830516164095e+001	(-3.94719633642615e-003dB,-1.72719728830948e+000°)
8.31763771102667e+001	(-4.13315560497045e-003dB,-1.76740838557987e+000°)
8.51138038202372e+001	(-4.32787246493456e-003dB,-1.80855465478580e+000°)
8.70963589956076e+001	(-4.53175903208285e-003dB,-1.85065777423794e+000°)
8.91250938133741e+001	(-4.74524678517695e-003dB,-1.89373991973070e+000°)
9.12010839355905e+001	(-4.96878747279683e-003dB,-1.93782377559774e+000°)
9.33254300796986e+001	(-5.20285406235927e-003dB,-1.98293254598718e+000°)
9.54992586021431e+001	(-5.44794173325877e-003dB,-2.02908996635890e+000°)
9.77237220955805e+001	(-5.70456891613283e-003dB,-2.07632031520621e+000°)
9.99999999999995e+001	(-5.97327838044296e-003dB,-2.12464842600410e+000°)
1.02329299228075e+002	(-6.25463837241456e-003dB,-2.17409969938610e+000°)
1.04712854805089e+002	(-6.54924380585402e-003dB,-2.22470011555142e+000°)
1.07151930523760e+002	(-6.85771750804499e-003dB,-2.27647624690410e+000°)
1.09647819614318e+002	(-7.18071152335257e-003dB,-2.32945527092548e+000°)
1.12201845430196e+002	(-7.51890847712070e-003dB,-2.38366498328117e+000°)
1.14815362149688e+002	(-7.87302300258566e-003dB,-2.43913381116330e+000°)
1.17489755493952e+002	(-8.24380323368096e-003dB,-2.49589082686872e+000°)
1.20226443461741e+002	(-8.63203236665184e-003dB,-2.55396576161321e+000°)
1.23026877081237e+002	(-9.03853029365871e-003dB,-2.61338901958170e+000°)
1.25892541179416e+002	(-9.46415531154254e-003dB,-2.67419169221393e+000°)
1.28824955169313e+002	(-9.90980590914227e-003dB,-2.73640557272451e+000°)
1.31825673855640e+002	(-1.03764226366596e-002dB,-2.80006317085609e+000°)
1.34896288259165e+002	(-1.08649900607896e-002dB,-2.86519772786348e+000°)
1.38038426460288e+002	(-1.13765388093407e-002dB,-2.93184323172649e+000°)
1.41253754462275e+002	(-1.19121477094056e-002dB,-3.00003443258814e+000°)
1.44543977074592e+002	(-1.24729460231383e-002dB,-3.06980685841465e+000°)
1.47910838816820e+002	(-1.30601157855022e-002dB,-3.14119683087264e+000°)
1.51356124843620e+002	(-1.36748942484320e-002dB,-3.21424148141843e+000°)
1.54881661891247e+002	(-1.43185764360869e-002dB,-3.28897876759328e+000°)
1.58489319246110e+002	(-1.49925178160319e-002dB,-3.36544748951768e+000°)
1.62181009735892e+002	(-1.56981370913781e-002dB,-3.44368730657683e+000°)
1.65958690743755e+002	(-1.64369191191319e-002dB,-3.52373875428826e+000°)
1.69824365246173e+002	(-1.72104179601515e-002dB,-3.60564326134169e+000°)
1.73780082874936e+002	(-1.80202600664369e-002dB,-3.68944316679971e+000°)
1.77827941003891e+002	(-1.88681476114654e-002dB,-3.77518173744689e+000°)
1.81970085860997e+002	(-1.97558619698453e-002dB,-3.86290318527327e+000°)
1.86208713666286e+002	(-2.06852673523666e-002dB,-3.95265268507691e+000°)
1.90546071796323e+002	(-2.16583146031763e-002dB,-4.04447639216838e+000°)
1.94984459975803e+002	(-2.26770451657132e-002dB,-4.13842146015856e+000°)
1.99526231496887e+002	(-2.37435952244031e-002dB,-4.23453605880910e+000°)
2.04173794466952e+002	(-2.48602000294360e-002dB,-4.33286939192310e+000°)
2.08929613085403e+002	(-2.60291984120298e-002dB,-4.43347171525125e+000°)
2.13796208950222e+002	(-2.72530374979170e-002dB,-4.53639435438672e+000°)
2.18776162394954e+002	(-2.85342776270557e-002dB,-4.64168972261933e+000°)
2.23872113856832e+002	(-2.98755974877678e-002dB,-4.74941133871733e+000°)
2.29086765276776e+002	(-3.12797994737751e-002dB,-4.85961384460206e+000°)
2.34422881531991e+002	(-3.27498152728864e-002dB,-4.97235302287811e+000°)
2.39883291901947e+002	(-3.42887116962439e-002dB,-5.08768581417831e+000°)
2.45470891568501e+002	(-3.58996967574296e-002dB,-5.20567033427962e+000°)
2.51188643150956e+002	(-3.75861260107830e-002dB,-5.32636589094257e+000°)
2.57039578276885e+002	(-3.93515091587062e-002dB,-5.44983300042300e+000°)
2.63026799189536e+002	(-4.11995169378053e-002dB,-5.57613340360097e+000°)
2.69153480392690e+002	(-4.31339882940490e-002dB,-5.70533008166752e+000°)
2.75422870333815e+002	(-4.51589378572165e-002dB,-5.83748727130545e+000°)
2.81838293126443e+002	(-4.72785637252426e-002dB,-5.97267047929550e+000°)
2.88403150312659e+002	(-4.94972555690450e-002dB,-6.11094649647445e+000°)
2.95120922666637e+002	(-5.18196030688145e-002dB,-6.25238341096619e+000°)
3.01995172040200e+002	(-5.42504046926562e-002dB,-6.39705062060146e+000°)
3.09029543251357e+002	(-5.67946768286982e-002dB,-6.54501884443570e+000°)
3.16227766016836e+002	(-5.94576632818649e-002dB,-6.69636013326867e+000°)
3.23593656929626e+002	(-6.22448451464893e-002dB,-6.85114787906256e+000°)
3.31131121482589e+002	(-6.51619510659622e-002dB,-7.00945682314883e+000°)
3.38844156139200e+002	(-6.82149678906507e-002dB,-7.17136306310632e+000°)
3.46736850452529e+002	(-7.14101517451162e-002dB,-7.33694405818624e+000°)
3.54813389233573e+002	(-7.47540395156010e-002dB,-7.50627863315107e+000°)
3.63078054770099e+002	(-7.82534607684907e-002dB,-7.67944698038673e+000°)
3.71535229097170e+002	(-8.19155501103152e-002dB,-7.85653066013833e+000°)
3.80189396320558e+002	(-8.57477599993026e-002dB,-8.03761259871112e+000°)
3.89045144994278e+002	(-8.97578740182980e-002dB,-8.22277708446890e+000°)
3.98107170553494e+002	(-9.39540206181871e-002dB,-8.41210976145223e+000°)
4.07380277804110e+002	(-9.83446873404624e-002dB,-8.60569762042945e+000°)
4.16869383470332e+002	(-1.02938735526773e-001dB,-8.80362898718239e+000°)
4.26579518801589e+002	(-1.07745415522529e-001dB,-9.00599350781890e+000°)
4.36515832240163e+002	(-1.12774382380682e-001dB,-9.21288213089292e+000°)
4.46683592150960e+002	(-1.18035712070620e-001dB,-9.42438708610210e+000°)
4.57088189614872e+002	(-1.23539918196024e-001dB,-9.64060185932160e+000°)
4.67735141287195e+002	(-1.29297969224021e-001dB,-9.86162116372136e+000°)
4.78630092322635e+002	(-1.35321306226438e-001dB,-1.00875409067028e+001°)
4.89778819368443e+002	(-1.41621861132263e-001dB,-1.03184581523789e+001°)
5.01187233627268e+002	(-1.48212075488378e-001dB,-1.05544710793118e+001°)
5.12861383991361e+002	(-1.55104919723635e-001dB,-1.07956789332075e+001°)
5.24807460249769e+002	(-1.62313912908804e-001dB,-1.10421819742612e+001°)
5.37031796370249e+002	(-1.69853143002507e-001dB,-1.12940814188309e+001°)
5.49540873857620e+002	(-1.77737287570285e-001dB,-1.15514793751108e+001°)
5.62341325190345e+002	(-1.85981634960928e-001dB,-1.18144787724638e+001°)
5.75439937337152e+002	(-1.94602105920825e-001dB,-1.20831832840660e+001°)
5.88843655355584e+002	(-2.03615275623500e-001dB,-1.23576972425065e+001°)
6.02559586074353e+002	(-2.13038396087543e-001dB,-1.26381255479796e+001°)
6.16595001861477e+002	(-2.22889418952007e-001dB,-1.29245735687027e+001°)
6.30957344480188e+002	(-2.33187018573802e-001dB,-1.32171470331873e+001°)
6.45654229034650e+002	(-2.43950615406936e-001dB,-1.35159519139919e+001°)
6.60693448007591e+002	(-2.55200399618222e-001dB,-1.38210943025821e+001°)
6.76082975391976e+002	(-2.66957354888913e-001dB,-1.41326802749299e+001°)
6.91830970918931e+002	(-2.79243282345860e-001dB,-1.44508157474885e+001°)
7.07945784384132e+002	(-2.92080824560082e-001dB,-1.47756063231865e+001°)
7.24435960074984e+002	(-3.05493489544260e-001dB,-1.51071571270994e+001°)
7.41310241300911e+002	(-3.19505674674519e-001dB,-1.54455726314731e+001°)
7.58577575029177e+002	(-3.34142690454998e-001dB,-1.57909564697914e+001°)
7.76247116628685e+002	(-3.49430784037182e-001dB,-1.61434112396084e+001°)
7.94328234724275e+002	(-3.65397162398930e-001dB,-1.65030382938951e+001°)
8.12830516164092e+002	(-3.82070015081350e-001dB,-1.68699375206850e+001°)
8.31763771102664e+002	(-3.99478536374654e-001dB,-1.72442071108464e+001°)
8.51138038202369e+002	(-4.17652946837295e-001dB,-1.76259433138566e+001°)
8.70963589956073e+002	(-4.36624514026007e-001dB,-1.80152401815088e+001°)
8.91250938133738e+002	(-4.56425572308124e-001dB,-1.84121892995439e+001°)
9.12010839355902e+002	(-4.77089541621199e-001dB,-1.88168795072701e+001°)
9.33254300796983e+002	(-4.98650945039821e-001dB,-1.92293966053117e+001°)
9.54992586021428e+002	(-5.21145425004316e-001dB,-1.96498230517113e+001°)
9.77237220955802e+002	(-5.44609758062205e-001dB,-2.00782376467089e+001°)
9.99999999999991e+002	(-5.69081867970015e-001dB,-2.05147152066205e+001°)
1.02329299228075e+003	(-5.94600837001262e-001dB,-2.09593262273522e+001°)
1.04712854805089e+003	(-6.21206915305586e-001dB,-2.14121365382058e+001°)
1.07151930523760e+003	(-6.48941528165269e-001dB,-2.18732069467608e+001°)
1.09647819614318e+003	(-6.77847280997868e-001dB,-2.23425928757536e+001°)
1.12201845430195e+003	(-7.07967961958526e-001dB,-2.28203439930196e+001°)
1.14815362149687e+003	(-7.39348542002525e-001dB,-2.33065038357146e+001°)
1.17489755493952e+003	(-7.72035172278000e-001dB,-2.38011094301894e+001°)
1.20226443461740e+003	(-8.06075178731124e-001dB,-2.43041909090527e+001°)
1.23026877081237e+003	(-8.41517053820991e-001dB,-2.48157711271241e+001°)
1.25892541179416e+003	(-8.78410445259937e-001dB,-2.53358652781445e+001°)
1.28824955169312e+003	(-9.16806141716879e-001dB,-2.58644805142830e+001°)
1.31825673855640e+003	(-9.56756055446431e-001dB,-2.64016155706408e+001°)
1.34896288259164e+003	(-9.98313201836154e-001dB,-2.69472603971175e+001°)
1.38038426460287e+003	(-1.04153167589719e+000dB,-2.75013958001615e+001°)
1.41253754462274e+003	(-1.08646662576104e+000dB,-2.80639930970693e+001°)
1.44543977074591e+003	(-1.13317422328687e+000dB,-2.86350137856354e+001°)
1.47910838816819e+003	(-1.18171163192909e+000dB,-2.92144092320719e+001°)
1.51356124843619e+003	(-1.23213697206530e+000dB,-2.98021203802169e+001°)
1.54881661891247e+003	(-1.28450928403872e+000dB,-3.03980774851293e+001°)
1.58489319246110e+003	(-1.33888848922710e+000dB,-3.10021998742215e+001°)
1.62181009735891e+003	(-1.39533534951226e+000dB,-3.16143957391042e+001°)
1.65958690743754e+003	(-1.45391142558991e+000dB,-3.22345619613108e+001°)
1.69824365246173e+003	(-1.51467903462800e+000dB,-3.28625839750304e+001°)
1.73780082874936e+003	(-1.57770120785356e+000dB,-3.34983356698926e+001°)
1.77827941003891e+003	(-1.64304164872191e+000dB,-3.41416793367358e+001°)
1.81970085860997e+003	(-1.71076469239822e+000dB,-3.47924656591254e+001°)
1.86208713666285e+003	(-1.78093526735854e+000dB,-3.54505337531871e+001°)
1.90546071796323e+003	(-1.85361885999592e+000dB,-3.61157112580741e+001°)
1.94984459975803e+003	(-1.92888148319557e+000dB,-3.67878144790966e+001°)
1.99526231496886e+003	(-2.00678964992152e+000dB,-3.74666485852111e+001°)
2.04173794466951e+003	(-2.08741035293487e+000dB,-3.81520078621915e+001°)
2.08929613085402e+003	(-2.17081105184014e+000dB,-3.88436760223964e+001°)
2.13796208950221e+003	(-2.25705966873159e+000dB,-3.95414265715983e+001°)
2.18776162394953e+003	(-2.34622459378452e+000dB,-4.02450232328673e+001°)
2.23872113856832e+003	(-2.43837470220873e+000dB,-4.09542204270010e+001°)
2.29086765276775e+003	(-2.53357938405126e+000dB,-4.16687638084719e+001°)
2.34422881531990e+003	(-2.63190858840530e+000dB,-4.23883908553357e+001°)
2.39883291901947e+003	(-2.73343288365060e+000dB,-4.31128315110065e+001°)
2.45470891568501e+003	(-2.83822353542067e+000dB,-4.38418088752764e+001°)
2.51188643150955e+003	(-2.94635260406378e+000dB,-4.45750399414336e+001°)
2.57039578276884e+003	(-3.05789306344004e+000dB,-4.53122363758407e+001°)
2.63026799189535e+003	(-3.17291894297921e+000dB,-4.60531053358572e+001°)
2.69153480392689e+003	(-3.29150549501405e+000dB,-4.67973503215640e+001°)
2.75422870333814e+003	(-3.41372938950749e+000dB,-4.75446720563541e+001°)
2.81838293126442e+003	(-3.53966893841107e+000dB,-4.82947693911189e+001°)
2.88403150312658e+003	(-3.66940435203238e+000dB,-4.90473402264809e+001°)
2.95120922666635e+003	(-3.80301802995575e+000dB,-4.98020824473035e+001°)
3.01995172040198e+003	(-3.94059488926003e+000dB,-5.05586948635647e+001°)
